,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_End,UTR_START,UTR_END
231,NC_000964.3,194547,194621,+,BSU_TRNA_74,trnSL-Gln2,tRNA,,194547,194621,194547,194621,1,194547,194621,Y,,194621,194622,194653
232,NC_000964.3,194849,195412,+,BSU01730,sigW,gene,,194849,195412,194849,195412,1,194849,195412,Y,,196052,196053,196080
233,NC_000964.3,195426,196052,+,BSU01740,rsiW,gene,,195426,196052,195426,196052,1,195426,196052,Y,,196052,196053,196080
234,NC_000964.3,196213,197034,+,BSU01750,ybbP,gene,,196213,197034,196213,197034,1,196213,197034,Y,,199843,199844,199985
235,NC_000964.3,197027,198478,+,BSU01760,ybbR,gene,,197027,198478,197027,198478,1,197027,198478,Y,,199843,199844,199985
236,NC_000964.3,198497,199843,+,BSU01770,glmM,gene,,198497,199843,198497,199843,1,198497,199843,Y,,199843,199844,199985
237,NC_000964.3,200277,202079,+,BSU01780,glmS,gene,,200277,202079,200277,202079,1,200277,202079,Y,,202079,202080,202125
239,NC_000964.3,203729,204364,+,BSU01810,adaA,gene,,203729,204364,203729,204364,1,203729,204364,Y,,205210,205211,205300
240,NC_000964.3,204351,204890,+,BSU01820,adaB,gene,,204351,204890,204351,204890,1,204351,204890,Y,,205210,205211,205300
241,NC_000964.3,204977,205210,+,BSU_none_58,S72,ncRNA,,204977,205210,204977,205210,1,204977,205210,Y,,205210,205211,205300
242,NC_000964.3,205409,206926,+,BSU01830,ndhF,gene,,205409,206926,205409,206926,1,205409,206926,Y,,210946,210947,210946
243,NC_000964.3,206941,209556,+,BSU01845,ybcC,gene,,206941,209556,206941,209556,1,206941,209556,Y,,210946,210947,210946
244,NC_000964.3,209633,210160,+,BSU01860,ybcF,gene,,209633,210160,209633,210160,1,209633,210160,Y,,210946,210947,210946
245,NC_000964.3,210224,210514,+,BSU01870,ybcH,gene,,210224,210514,210224,210514,1,210224,210514,Y,,210946,210947,210946
246,NC_000964.3,210572,210946,+,BSU01880,ybcI,gene,,210572,210946,210572,210946,1,210572,210946,Y,,210946,210947,210946
247,NC_000964.3,211429,211731,+,BSU01889,ybzH,gene,,211429,211731,211429,211731,1,211429,211731,Y,,211731,211732,211731
248,NC_000964.3,211859,213031,+,BSU01890,ybcL,gene,,211859,213031,211859,213031,1,211859,213031,Y,,213031,213032,213031
249,NC_000964.3,213155,213469,+,BSU01900,ybcM,gene,,213155,213469,213155,213469,1,213155,213469,Y,,213469,213470,213469
250,NC_000964.3,213941,214108,+,BSU01910,skfA,gene,,213941,214108,213941,214108,1,213941,214108,Y,,220032,220033,220032
251,NC_000964.3,214175,215407,+,BSU01920,skfB,gene,,214175,215407,214175,215407,1,214175,215407,Y,,220032,220033,220032
252,NC_000964.3,215404,216894,+,BSU01935,skfC,gene,,215404,216894,215404,216894,1,215404,216894,Y,,220032,220033,220032
253,NC_000964.3,216913,217632,+,BSU01950,skfE,gene,,216913,217632,216913,217632,1,216913,217632,Y,,220032,220033,220032
254,NC_000964.3,217697,219040,+,BSU01960,skfF,gene,,217697,219040,217697,219040,1,217697,219040,Y,,220032,220033,220032
255,NC_000964.3,219087,219602,+,BSU01970,skfG,gene,,219087,219602,219087,219602,1,219087,219602,Y,,220032,220033,220032
256,NC_000964.3,219607,220032,+,BSU01980,skfH,gene,,219607,220032,219607,220032,1,219607,220032,Y,,220032,220033,220032
257,NC_000964.3,220279,221256,+,BSU01990,ybdG,gene,,220279,221256,220279,221256,1,220279,221256,Y,,223234,223235,223234
258,NC_000964.3,221258,221929,+,BSU02000,ybdJ,gene,,221258,221929,221258,221929,1,221258,221929,Y,,223234,223235,223234
259,NC_000964.3,221950,222912,+,BSU02010,ybdK,gene,,221950,222912,221950,222912,1,221950,222912,Y,,223234,223235,223234
260,NC_000964.3,222971,223234,+,BSU02019,ybzI,gene,,222971,223234,222971,223234,1,222971,223234,Y,,223234,223235,223234
263,NC_000964.3,225064,226248,+,BSU02050,ybdO,gene,,225064,226248,225064,226248,1,225064,226248,Y,,226248,226249,226248
264,NC_000964.3,226566,227954,+,BSU02060,ybxG,gene,,226566,227954,226566,227954,1,226566,227954,Y,,227954,227955,227954
265,NC_000964.3,228066,228314,+,BSU02070,csgA,gene,,228066,228314,228066,228314,1,228066,228314,Y,,228522,228523,228522
266,NC_000964.3,228331,228522,+,BSU02080,ybxH,gene,,228331,228522,228331,228522,1,228331,228522,Y,,228522,228523,228522
268,NC_000964.3,229525,230778,+,BSU02100,cypC,gene,,229525,230778,229525,230778,1,229525,230778,Y,,230778,230779,230778
270,NC_000964.3,231348,232967,+,BSU02120,ybeC,gene,,231348,232967,231348,232967,1,231348,232967,Y,,232967,232968,233011
273,NC_000964.3,234998,235624,+,BSU_none_59,S81,ncRNA,,234998,235624,234998,235624,1,234998,235624,Y,,238129,238130,238129
274,NC_000964.3,235625,235873,+,BSU02150,ybeF,gene,,235625,235873,235625,235873,1,235625,235873,Y,,238129,238130,238129
275,NC_000964.3,235965,236882,+,BSU02160,ybfA,gene,,235965,236882,235965,236882,1,235965,236882,Y,,238129,238130,238129
276,NC_000964.3,236879,238129,+,BSU02170,ybfB,gene,,236879,238129,236879,238129,1,236879,238129,Y,,238129,238130,238129
282,NC_000964.3,243892,245046,+,BSU02230,purT,gene,,243892,245046,243892,245046,1,243892,245046,Y,,245046,245047,245046
283,NC_000964.3,245190,246131,+,BSU02240,mpr,gene,,245190,246131,245190,246131,1,245190,246131,Y,,246492,246493,246492
284,NC_000964.3,246094,246492,+,BSU02250,ybfJ,gene,,246094,246492,246094,246492,1,246094,246492,Y,,246492,246493,246492
285,NC_000964.3,246658,247548,+,BSU02260,ybfK,gene,,246658,247548,246658,247548,1,246658,247548,Y,,247548,247549,247548
286,NC_000964.3,247744,248277,+,BSU02270,pssA,gene,,247744,248277,247744,248277,1,247744,248277,Y,,249873,249874,249873
287,NC_000964.3,248268,248756,+,BSU02280,ybfM,gene,,248268,248756,248268,248756,1,248268,248756,Y,,249873,249874,249873
288,NC_000964.3,248749,249540,+,BSU02290,psd,gene,,248749,249540,248749,249540,1,248749,249540,Y,,249873,249874,249873
289,NC_000964.3,249595,249873,+,BSU02300,ybfN,gene,,249595,249873,249595,249873,1,249595,249873,Y,,249873,249874,249873
290,NC_000964.3,249979,251319,+,BSU02310,ybfO,gene,,249979,251319,249979,251319,1,249979,251319,Y,,251319,251320,251319
291,NC_000964.3,251427,252314,+,BSU02320,ybfP,gene,,251427,252314,251427,252314,1,251427,252314,Y,,252314,252315,252314
292,NC_000964.3,252514,253482,+,BSU02330,ybfQ,gene,,252514,253482,252514,253482,1,252514,253482,Y,,253482,253483,253482
296,NC_000964.3,257791,258498,+,BSU02370,ybgA,gene,,257791,258498,257791,258498,1,257791,258498,Y,,258807,258808,258807
297,NC_000964.3,258532,258807,+,BSU02380,ybgB,gene,,258532,258807,258532,258807,1,258532,258807,Y,,258807,258808,258807
298,NC_000964.3,259016,260086,+,BSU02390,ybgE,gene,,259016,260086,259016,260086,1,259016,260086,Y,,260086,260087,260086
303,NC_000964.3,265476,266708,+,BSU02440,glnJ,gene,,265476,266708,265476,266708,1,265476,266708,Y,,267663,267664,267663
304,NC_000964.3,266719,267663,+,BSU02450,glnL,gene,,266719,267663,266719,267663,1,266719,267663,Y,,267663,267664,267663
305,NC_000964.3,267890,268816,+,BSU02460,ycbC,gene,,267890,268816,267890,268816,1,267890,268816,Y,,275561,275562,275561
306,NC_000964.3,268846,270312,+,BSU02470,ycbD,gene,,268846,270312,268846,270312,1,268846,270312,Y,,275561,275562,275561
307,NC_000964.3,270396,271763,+,BSU02480,gudP,gene,,270396,271763,270396,271763,1,270396,271763,Y,,275561,275562,275561
308,NC_000964.3,271800,273167,+,BSU02490,gudD,gene,,271800,273167,271800,273167,1,271800,273167,Y,,275561,275562,275561
309,NC_000964.3,273237,273938,+,BSU02500,ycbG,gene,,273237,273938,273237,273938,1,273237,273938,Y,,275561,275562,275561
310,NC_000964.3,274029,275561,+,BSU02510,garD,gene,,274029,275561,274029,275561,1,274029,275561,Y,,275561,275562,275561
311,NC_000964.3,275838,276758,+,BSU02520,ycbJ,gene,,275838,276758,275838,276758,1,275838,276758,Y,,276758,276759,277081
312,NC_000964.3,277160,277321,+,BSU02530,rtpA,gene,,277160,277321,277160,277321,1,277160,277321,Y,,281714,281715,281714
313,NC_000964.3,277342,278280,+,BSU02540,ycbK,gene,,277342,278280,277342,278280,1,277342,278280,Y,,281714,281715,281714
314,NC_000964.3,278377,279057,+,BSU02550,ycbL,gene,,278377,279057,278377,279057,1,278377,279057,Y,,281714,281715,281714
315,NC_000964.3,279059,279994,+,BSU02560,ycbM,gene,,279059,279994,279059,279994,1,279059,279994,Y,,281714,281715,281714
316,NC_000964.3,280086,281009,+,BSU02570,ycbN,gene,,280086,281009,280086,281009,1,280086,281009,Y,,281714,281715,281714
317,NC_000964.3,281028,281714,+,BSU02580,ycbO,gene,,281028,281714,281028,281714,1,281028,281714,Y,,281714,281715,281714
319,NC_000964.3,282469,282897,+,BSU02600,cwlJ,gene,,282469,282897,282469,282897,1,282469,282897,Y,,282897,282898,282897
320,NC_000964.3,283003,283734,+,BSU02610,ycbR,gene,,283003,283734,283003,283734,1,283003,283734,Y,,286776,286777,286776
321,NC_000964.3,283816,283992,+,BSU02619,yczK,gene,,283816,283992,283816,283992,1,283816,283992,Y,,286776,286777,286776
322,NC_000964.3,284011,285762,+,BSU02620,phoD,gene,,284011,285762,284011,285762,1,284011,285762,Y,,286776,286777,286776
323,NC_000964.3,285775,285987,+,BSU02630,tatAD,gene,,285775,285987,285775,285987,1,285775,285987,Y,,286776,286777,286776
324,NC_000964.3,286048,286776,+,BSU02640,tatCD,gene,,286048,286776,286048,286776,1,286048,286776,Y,,286776,286777,286776
326,NC_000964.3,287499,288611,+,BSU02660,ycbU,gene,,287499,288611,287499,288611,1,287499,288611,Y,,288611,288612,288611
329,NC_000964.3,290915,292042,+,BSU02690,ansZ,gene,,290915,292042,290915,292042,1,290915,292042,Y,,292042,292043,292042
330,NC_000964.3,292205,292843,+,BSU02700,estA,gene,,292205,292843,292205,292843,1,292205,292843,Y,,292843,292844,293481
332,NC_000964.3,293499,294575,+,BSU02720,yccF,gene,,293499,294575,293499,294575,1,293499,294575,Y,,294575,294576,294618
335,NC_000964.3,296429,297169,+,BSU02750,natA,gene,,296429,297169,296429,297169,1,296429,297169,Y,,298330,298331,298330
336,NC_000964.3,297170,298330,+,BSU02760,natB,gene,,297170,298330,297170,298330,1,297170,298330,Y,,298330,298331,298330
337,NC_000964.3,298466,299398,+,BSU02770,yccK,gene,,298466,299398,298466,299398,1,298466,299398,Y,,299398,299399,299398
339,NC_000964.3,300830,302248,+,BSU02790,ycdB,gene,,300830,302248,300830,302248,1,300830,302248,Y,,302248,302249,302248
340,NC_000964.3,302435,303796,+,BSU02800,ycdC,gene,,302435,303796,302435,303796,1,302435,303796,Y,,303796,303797,303796
342,NC_000964.3,304430,305551,+,BSU02820,rapJ,gene,,304430,305551,304430,305551,1,304430,305551,Y,,305551,305552,305551
343,NC_000964.3,305658,306434,+,BSU02830,ycdF,gene,,305658,306434,305658,306434,1,305658,306434,Y,,308144,308145,308144
344,NC_000964.3,306459,308144,+,BSU02840,ycdG,gene,,306459,308144,306459,308144,1,306459,308144,Y,,308144,308145,308144
345,NC_000964.3,308332,309291,+,BSU02850,adcA,gene,,308332,309291,308332,309291,1,308332,309291,Y,,310842,310843,310842
346,NC_000964.3,309347,310042,+,BSU02860,adcC,gene,,309347,310042,309347,310042,1,309347,310042,Y,,310842,310843,310842
347,NC_000964.3,310000,310842,+,BSU02870,adcB,gene,,310000,310842,310000,310842,1,310000,310842,Y,,310842,310843,310842
349,NC_000964.3,312159,312758,+,BSU02890,yceC,gene,,312159,312758,312159,312758,1,312159,312758,Y,,317603,317604,317603
350,NC_000964.3,312780,313361,+,BSU02900,yceD,gene,,312780,313361,312780,313361,1,312780,313361,Y,,317603,317604,317603
351,NC_000964.3,313396,313974,+,BSU02910,yceE,gene,,313396,313974,313396,313974,1,313396,313974,Y,,317603,317604,317603
352,NC_000964.3,314025,314798,+,BSU02920,yceF,gene,,314025,314798,314025,314798,1,314025,314798,Y,,317603,317604,317603
353,NC_000964.3,314883,316496,+,BSU02930,yceG,gene,,314883,316496,314883,316496,1,314883,316496,Y,,317603,317604,317603
354,NC_000964.3,316512,317603,+,BSU02940,yceH,gene,,316512,317603,316512,317603,1,316512,317603,Y,,317603,317604,317603
355,NC_000964.3,317725,318927,+,BSU02950,yceI,gene,,317725,318927,317725,318927,1,317725,318927,Y,,318927,318928,318927
358,NC_000964.3,321013,322269,+,BSU02980,opuAA,gene,,321013,322269,321013,322269,1,321013,322269,Y,,324000,324001,324000
359,NC_000964.3,322271,323119,+,BSU02990,opuAB,gene,,322271,323119,322271,323119,1,322271,323119,Y,,324000,324001,324000
360,NC_000964.3,323119,324000,+,BSU03000,opuAC,gene,,323119,324000,323119,324000,1,323119,324000,Y,,324000,324001,324000
362,NC_000964.3,325339,326772,+,BSU03020,ycgA,gene,,325339,326772,325339,326772,1,325339,326772,Y,,326772,326773,326772
363,NC_000964.3,326888,327469,+,BSU03030,ycgB,gene,,326888,327469,326888,327469,1,326888,327469,Y,,327469,327470,327469
364,NC_000964.3,327618,329597,+,BSU03040,amyE,gene,,327618,329597,327618,329597,1,327618,329597,Y,,329597,329598,329597
365,NC_000964.3,329774,330739,+,BSU03050,ldh,gene,,329774,330739,329774,330739,1,329774,330739,Y,,332396,332397,332396
366,NC_000964.3,330771,332396,+,BSU03060,lctP,gene,,330771,332396,330771,332396,1,330771,332396,Y,,332396,332397,332396
368,NC_000964.3,334092,334556,+,BSU03080,ycgE,gene,,334092,334556,334092,334556,1,334092,334556,Y,,336090,336091,336090
369,NC_000964.3,334630,335259,+,BSU03090,ycgF,gene,,334630,335259,334630,335259,1,334630,335259,Y,,336090,336091,336090
370,NC_000964.3,335329,336090,+,BSU03100,ycgG,gene,,335329,336090,335329,336090,1,335329,336090,Y,,336090,336091,336090
372,NC_000964.3,337562,338158,+,BSU03120,ycgI,gene,,337562,338158,337562,338158,1,337562,338158,Y,,338158,338159,338158
373,NC_000964.3,338288,339106,+,BSU03130,nadE,gene,,338288,339106,338288,339106,1,338288,339106,Y,,339106,339107,339143
376,NC_000964.3,340025,340585,+,BSU03150,aroK,gene,,340025,340585,340025,340585,1,340025,340585,Y,,340585,340586,340585
378,NC_000964.3,341492,342466,+,BSU03170,ycgK,gene,,341492,342466,341492,342466,1,341492,342466,Y,,344360,344361,344360
379,NC_000964.3,342538,343494,+,BSU03180,cah,gene,,342538,343494,342538,343494,1,342538,343494,Y,,344360,344361,344360
380,NC_000964.3,343578,344360,+,BSU03190,ycgL,gene,,343578,344360,343578,344360,1,343578,344360,Y,,344360,344361,344360
381,NC_000964.3,344551,345462,+,BSU03200,ycgM,gene,,344551,345462,344551,345462,1,344551,345462,Y,,347026,347027,347026
382,NC_000964.3,345479,347026,+,BSU03210,ycgN,gene,,345479,347026,345479,347026,1,345479,347026,Y,,347026,347027,347026
383,NC_000964.3,347150,348571,+,BSU03220,ycgO,gene,,347150,348571,347150,348571,1,347150,348571,Y,,348571,348572,348618
385,NC_000964.3,348724,349959,+,BSU03230,ycgP,gene,,348724,349959,348724,349959,1,348724,349959,Y,,349959,349960,349959
389,NC_000964.3,352858,353868,+,BSU03270,ycgT,gene,,352858,353868,352858,353868,1,352858,353868,Y,,353868,353869,353868
395,NC_000964.3,362937,364142,+,BSU03330,nasA,gene,,362937,364142,362937,364142,1,362937,364142,Y,,364142,364143,364142
396,NC_000964.3,364259,365173,+,BSU03340,yciA,gene,,364259,365173,364259,365173,1,364259,365173,Y,,367256,367257,367256
397,NC_000964.3,365170,365754,+,BSU03350,yciB,gene,,365170,365754,365170,365754,1,365170,365754,Y,,367256,367257,367256
398,NC_000964.3,365850,366035,+,BSU03359,yczL,gene,,365850,366035,365850,366035,1,365850,366035,Y,,367256,367257,367256
399,NC_000964.3,366063,367256,+,BSU03360,yciC,gene,,366063,367256,366063,367256,1,366063,367256,Y,,367256,367257,367256
402,NC_000964.3,369030,369131,+,BSU_none_1,S123,gene,,369030,369131,369030,369131,1,369030,369131,Y,,369131,369132,369131
403,NC_000964.3,369236,369691,+,BSU03390,yckC,gene,,369236,369691,369236,369691,1,369236,369691,Y,,370105,370106,370105
404,NC_000964.3,369773,370105,+,BSU03400,yckD,gene,,369773,370105,369773,370105,1,369773,370105,Y,,370105,370106,370105
405,NC_000964.3,370259,371692,+,BSU03410,bglC,gene,,370259,371692,370259,371692,1,370259,371692,Y,,371692,371693,371692
411,NC_000964.3,376032,376394,+,BSU03470,hxlR,gene,,376032,376394,376032,376394,1,376032,376394,Y,,376394,376395,376394
412,NC_000964.3,376968,387731,+,BSU03480,srfAA,gene,,376968,387731,376968,387731,1,376968,387731,Y,,387731,387732,387731
413,NC_000964.3,387744,398495,+,BSU03490,srfAB,gene,,387744,398495,387744,398495,1,387744,398495,Y,,403116,403117,403116
414,NC_000964.3,390880,391020,+,BSU03500,comS,gene,,390880,391020,390880,391020,1,390880,391020,Y,,403116,403117,403116
415,NC_000964.3,398532,402359,+,BSU03510,srfAC,gene,,398532,402359,398532,402359,1,398532,402359,Y,,403116,403117,403116
416,NC_000964.3,402388,403116,+,BSU03520,srfAD,gene,,402388,403116,402388,403116,1,402388,403116,Y,,403116,403117,403116
417,NC_000964.3,403217,404443,+,BSU03530,ycxA,gene,,403217,404443,403217,404443,1,403217,404443,Y,,404443,404444,404443
420,NC_000964.3,406131,407465,+,BSU03560,ycxD,gene,,406131,407465,406131,407465,1,406131,407465,Y,,407465,407466,407465
426,NC_000964.3,412540,413154,+,BSU03630,yclB,gene,,412540,413154,412540,413154,1,412540,413154,Y,,416195,416196,416195
427,NC_000964.3,413157,414578,+,BSU03640,ubiD,gene,,413157,414578,413157,414578,1,413157,414578,Y,,416195,416196,416195
428,NC_000964.3,414595,414822,+,BSU03651,bsdD,gene,,414595,414822,414595,414822,1,414595,414822,Y,,416195,416196,416195
429,NC_000964.3,414819,415283,+,BSU03652,yclD,gene,,414819,415283,414819,415283,1,414819,415283,Y,,416195,416196,416195
430,NC_000964.3,415350,416195,+,BSU03660,yclE,gene,,415350,416195,415350,416195,1,415350,416195,Y,,416195,416196,416195
432,NC_000964.3,417993,419747,+,BSU03680,yclG,gene,,417993,419747,417993,419747,1,417993,419747,Y,,419747,419748,419747
434,NC_000964.3,420110,421744,+,BSU03700,gerKA,gene,,420110,421744,420110,421744,1,420110,421744,Y,,424103,424104,424103
435,NC_000964.3,421734,422957,+,BSU03710,gerKC,gene,,421734,422957,421734,422957,1,421734,422957,Y,,424103,424104,424103
436,NC_000964.3,422982,424103,+,BSU03720,gerKB,gene,,422982,424103,422982,424103,1,422982,424103,Y,,424103,424104,424103
439,NC_000964.3,426577,427260,+,BSU03750,yclJ,gene,,426577,427260,426577,427260,1,426577,427260,Y,,428668,428669,428668
440,NC_000964.3,427247,428668,+,BSU03760,yclK,gene,,427247,428668,427247,428668,1,427247,428668,Y,,428668,428669,428668
441,NC_000964.3,428831,429979,+,BSU03770,rapC,gene,,428831,429979,428831,429979,1,428831,429979,Y,,430085,430086,430085
442,NC_000964.3,429963,430085,+,BSU03780,phrC,gene,,429963,430085,429963,430085,1,429963,430085,Y,,430085,430086,430085
445,NC_000964.3,432372,433322,+,BSU03800,yclN,gene,,432372,433322,432372,433322,1,432372,433322,Y,,435989,435990,436030
446,NC_000964.3,433315,434262,+,BSU03810,yclO,gene,,433315,434262,433315,434262,1,433315,434262,Y,,435989,435990,436030
447,NC_000964.3,434256,435014,+,BSU03820,yclP,gene,,434256,435014,434256,435014,1,434256,435014,Y,,435989,435990,436030
448,NC_000964.3,435036,435989,+,BSU03830,yclQ,gene,,435036,435989,435036,435989,1,435036,435989,Y,,435989,435990,436030
453,NC_000964.3,439709,440023,+,BSU03880,yczG,gene,,439709,440023,439709,440023,1,439709,440023,Y,,440023,440024,440023
455,NC_000964.3,441571,442881,+,BSU03900,gabT,gene,,441571,442881,441571,442881,1,441571,442881,Y,,444338,444339,444338
456,NC_000964.3,442950,444338,+,BSU03910,gabD,gene,,442950,444338,442950,444338,1,442950,444338,Y,,444338,444339,444338
457,NC_000964.3,444461,445324,+,BSU03920,glcU,gene,,444461,445324,444461,445324,1,444461,445324,Y,,446129,446130,446129
458,NC_000964.3,445344,446129,+,BSU03930,gdh,gene,,445344,446129,445344,446129,1,445344,446129,Y,,446129,446130,446129
462,NC_000964.3,449198,449551,+,BSU03970,ycnL,gene,,449198,449551,449198,449551,1,449198,449551,Y,,449551,449552,449551
463,NC_000964.3,449724,451160,+,BSU03981,mtlA,gene,,449724,451160,449724,451160,1,449724,451160,Y,,453894,453895,453894
464,NC_000964.3,451185,451616,+,BSU03982,mtlF,gene,,451185,451616,451185,451616,1,451185,451616,Y,,453894,453895,453894
465,NC_000964.3,451618,452739,+,BSU03990,mtlD,gene,,451618,452739,451618,452739,1,451618,452739,Y,,453894,453895,453894
466,NC_000964.3,452830,453894,+,BSU04000,ycsA,gene,,452830,453894,452830,453894,1,452830,453894,Y,,453894,453895,453894
467,NC_000964.3,454029,454592,+,BSU04010,sipU,gene,,454029,454592,454029,454592,1,454029,454592,Y,,454592,454593,454592
469,NC_000964.3,455346,455738,+,BSU04030,ycsD,gene,,455346,455738,455346,455738,1,455346,455738,Y,,455738,455739,455738
471,NC_000964.3,456068,456817,+,BSU04040,ycsE,gene,,456068,456817,456068,456817,1,456068,456817,Y,,456817,456818,456817
472,NC_000964.3,457023,457796,+,BSU04050,ycsF,gene,,457023,457796,457023,457796,1,457023,457796,Y,,463072,463073,463072
473,NC_000964.3,457811,459025,+,BSU04060,ycsG,gene,,457811,459025,457811,459025,1,457811,459025,Y,,463072,463073,463072
474,NC_000964.3,459049,459822,+,BSU04070,ycsI,gene,,459049,459822,459049,459822,1,459049,459822,Y,,463072,463073,463072
475,NC_000964.3,459867,460589,+,BSU04080,kipI,gene,,459867,460589,459867,460589,1,459867,460589,Y,,463072,463073,463072
476,NC_000964.3,460592,461599,+,BSU04090,kipA,gene,,460592,461599,460592,461599,1,460592,461599,Y,,463072,463073,463072
477,NC_000964.3,461615,462367,+,BSU04100,kipR,gene,,461615,462367,461615,462367,1,461615,462367,Y,,463072,463073,463072
478,NC_000964.3,462431,463072,+,BSU04110,lipC,gene,,462431,463072,462431,463072,1,462431,463072,Y,,463072,463073,463072
479,NC_000964.3,463245,463490,+,BSU04120,yczI,gene,,463245,463490,463245,463490,1,463245,463490,Y,,463490,463491,463490
481,NC_000964.3,463934,465940,+,BSU04140,pbpC,gene,,463934,465940,463934,465940,1,463934,465940,Y,,465940,465941,465996
482,NC_000964.3,466042,466944,+,BSU04150,ycsN,gene,,466042,466944,466042,466944,1,466042,466944,Y,,466944,466945,466976
483,NC_000964.3,467130,469214,+,BSU04160,mtlR,gene,,467130,469214,467130,469214,1,467130,469214,Y,,469214,469215,469214
484,NC_000964.3,469426,470937,+,BSU04170,ydaB,gene,,469426,470937,469426,470937,1,469426,470937,Y,,470937,470938,470937
486,NC_000964.3,471709,472569,+,BSU04190,ydaD,gene,,471709,472569,471709,472569,1,471709,472569,Y,,475540,475541,475540
487,NC_000964.3,472585,473088,+,BSU04200,ydaE,gene,,472585,473088,472585,473088,1,472585,473088,Y,,475540,475541,475540
488,NC_000964.3,473174,473725,+,BSU04210,ydaF,gene,,473174,473725,473174,473725,1,473174,473725,Y,,475540,475541,475540
489,NC_000964.3,473803,474225,+,BSU04220,ydaG,gene,,473803,474225,473803,474225,1,473803,474225,Y,,475540,475541,475540
