,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_Start,UTR_START,UTR_END
871,NC_000964.3,839339,839653,-,BSU07680,yflH,gene,,839339,839653,839339,839653,1,839339,839653,Y,,839339,839338,839339
872,NC_000964.3,839735,840484,-,BSU07690,yflG,gene,,839735,840484,839735,840484,1,839735,840484,Y,,839339,839338,839339
874,NC_000964.3,842047,843996,-,BSU07710,yflE,gene,,842047,843996,842047,843996,1,842047,843996,Y,,842047,842046,842011
878,NC_000964.3,846182,847258,-,BSU07760,yfkT,gene,,846182,847258,846182,847258,1,846182,847258,Y,,846182,846181,846182
879,NC_000964.3,847282,847482,-,BSU07770,yfkS,gene,,847282,847482,847282,847482,1,847282,847482,Y,,846182,846181,846182
880,NC_000964.3,847498,848652,-,BSU07780,yfkR,gene,,847498,848652,847498,848652,1,847498,848652,Y,,846182,846181,846182
881,NC_000964.3,848633,850174,-,BSU07790,yfkQ,gene,,848633,850174,848633,850174,1,848633,850174,Y,,846182,846181,846182
886,NC_000964.3,855114,859502,-,BSU07840,yfkN,gene,,855114,859502,855114,859502,1,855114,859502,Y,,855114,855113,855114
888,NC_000964.3,860303,861493,-,BSU07860,yfkL,gene,,860303,861493,860303,861493,1,860303,861493,Y,,860303,860302,860303
889,NC_000964.3,861586,861801,-,BSU07870,yfkK,gene,,861586,861801,861586,861801,1,861586,861801,Y,,860303,860302,860303
894,NC_000964.3,863862,865037,-,BSU07910,yfkF,gene,,863862,865037,863862,865037,1,863862,865037,Y,,863862,863861,863862
897,NC_000964.3,867164,868006,-,BSU07940,yfkC,gene,,867164,868006,867164,868006,1,867164,868006,Y,,867164,867163,867164
898,NC_000964.3,868007,869128,-,BSU07955,yfkA,gene,,868007,869128,868007,869128,1,868007,869128,Y,,867164,867163,867164
901,NC_000964.3,870388,871248,-,BSU07990,yfjR,gene,,870388,871248,870388,871248,1,870388,871248,Y,,870388,870387,870388
902,NC_000964.3,871347,872306,-,BSU08000,yfjQ,gene,,871347,872306,871347,872306,1,871347,872306,Y,,870388,870387,870388
915,NC_000964.3,885844,886173,-,BSU08120,yfjF,gene,,885844,886173,885844,886173,1,885844,886173,Y,,885844,885843,885844
916,NC_000964.3,886223,886681,-,BSU08130,yfjE,gene,,886223,886681,886223,886681,1,886223,886681,Y,,885844,885843,885844
917,NC_000964.3,886775,887332,-,BSU08140,yfjD,gene,,886775,887332,886775,887332,1,886775,887332,Y,,885844,885843,885844
919,NC_000964.3,887364,888131,-,BSU08150,yfjC,gene,,887364,888131,887364,888131,1,887364,888131,Y,,885844,885843,885844
920,NC_000964.3,888143,889366,-,BSU08160,yfjB,gene,,888143,889366,888143,889366,1,888143,889366,Y,,885844,885843,885844
921,NC_000964.3,889372,889686,-,BSU08170,yfjA,gene,,889372,889686,889372,889686,1,889372,889686,Y,,885844,885843,885844
938,NC_000964.3,909198,909746,-,BSU08340,padR,gene,,909198,909746,909198,909746,1,909198,909746,Y,,909198,909197,905110
941,NC_000964.3,911330,911718,-,BSU_none_75,S286,ncRNA,,911330,911718,911330,911718,1,911330,911718,Y,,911330,911329,911330
942,NC_000964.3,911964,912581,-,BSU08370,yfiR,gene,,911964,912581,911964,912581,1,911964,912581,Y,,911964,911963,911964
943,NC_000964.3,912547,913800,-,BSU08380,yfiS,gene,,912547,913800,912547,913800,1,912547,913800,Y,,911964,911963,911964
945,NC_000964.3,914457,916013,-,BSU08400,yfiU,gene,,914457,916013,914457,916013,1,914457,916013,Y,,914457,914456,914457
946,NC_000964.3,916124,916606,-,BSU08410,yfiV,gene,,916124,916606,916124,916606,1,916124,916606,Y,,916124,916123,916124
948,NC_000964.3,919366,920343,-,BSU08440,yfiY,gene,,919366,920343,919366,920343,1,919366,920343,Y,,919366,919365,919329
953,NC_000964.3,924210,924401,-,BSU08490,yfhD,gene,,924210,924401,924210,924401,1,924210,924401,Y,,924210,924209,924210
954,NC_000964.3,924468,924578,-,BSU08500,yfhE,gene,,924468,924578,924468,924578,1,924468,924578,Y,,924210,924209,924210
955,NC_000964.3,924633,925544,-,BSU08510,yfhF,gene,,924633,925544,924633,925544,1,924633,925544,Y,,924210,924209,924210
958,NC_000964.3,926651,926919,-,BSU_none_76,S289,ncRNA,,926651,926919,926651,926919,1,926651,926919,Y,,926651,926650,926651
960,NC_000964.3,928112,928264,-,BSU08550,sspK,gene,,928112,928264,928112,928264,1,928112,928264,Y,,928112,928111,928112
967,NC_000964.3,934457,935440,-,BSU08620,yfhP,gene,,934457,935440,934457,935440,1,934457,935440,Y,,934457,934456,934457
969,NC_000964.3,936773,936997,-,BSU08640,yfhS,gene,,936773,936997,936773,936997,1,936773,936997,Y,,936773,936772,936773
975,NC_000964.3,941168,942229,-,BSU08700,ygaE,gene,,941168,942229,941168,942229,1,941168,942229,Y,,941168,941167,941168
976,NC_000964.3,942449,943738,-,BSU08710,gsaB,gene,,942449,943738,942449,943738,1,942449,943738,Y,,942449,942448,942449
979,NC_000964.3,944959,945312,-,BSU08740,ygzB,gene,,944959,945312,944959,945312,1,944959,945312,Y,,944959,944958,944959
1000,NC_000964.3,953373,954149,-,BSU08760,spo0M,gene,,953373,954149,953373,954149,1,953373,954149,Y,,953373,953372,953342
1002,NC_000964.3,954579,954851,-,BSU08779,ygzC,gene,,954579,954851,954579,954851,1,954579,954851,Y,,954579,954578,954579
1005,NC_000964.3,957705,959060,-,BSU08800,ygaK,gene,,957705,959060,957705,959060,1,957705,959060,Y,,957705,957704,957705
1007,NC_000964.3,959535,960986,-,BSU08820,katA,gene,,959535,960986,959535,960986,1,959535,960986,Y,,959535,959534,959535
1015,NC_000964.3,966196,966669,-,BSU08890,ygaO,gene,,966196,966669,966196,966669,1,966196,966669,Y,,966196,966195,966196
1016,NC_000964.3,966671,966871,-,BSU08899,ygzD,gene,,966671,966871,966671,966871,1,966671,966871,Y,,966196,966195,966196
1018,NC_000964.3,967229,967852,-,BSU08900,yhzB,gene,,967229,967852,967229,967852,1,967229,967852,Y,,967229,967228,967229
1025,NC_000964.3,972856,972945,-,BSU_none_5,S313,gene,,972856,972945,972856,972945,1,972856,972945,Y,,972856,972855,972856
1039,NC_000964.3,984262,984465,-,BSU09100,cspB,gene,,984262,984465,984262,984465,1,984262,984465,Y,,984262,984261,984214
1041,NC_000964.3,985734,986813,-,BSU09120,yhcK,gene,,985734,986813,985734,986813,1,985734,986813,Y,,985734,985733,985734
1043,NC_000964.3,988417,988872,-,BSU09140,yhcM,gene,,988417,988872,988417,988872,1,988417,988872,Y,,988417,988416,988417
1046,NC_000964.3,990612,991265,-,BSU09180,yhcQ,gene,,990612,991265,990612,991265,1,990612,991265,Y,,990612,990611,990612
1049,NC_000964.3,995624,996532,-,BSU09210,yhcT,gene,,995624,996532,995624,996532,1,995624,996532,Y,,995624,995623,995624
1063,NC_000964.3,1010984,1011226,-,BSU09350,yhdB,gene,,1010984,1011226,1010984,1011226,1,1010984,1011226,Y,,1010984,1010983,1010984
1065,NC_000964.3,1011792,1013258,-,BSU09370,lytF,gene,,1011792,1013258,1011792,1013258,1,1011792,1013258,Y,,1011792,1011791,1011792
1066,NC_000964.3,1013411,1013851,-,BSU09380,nsrR,gene,,1013411,1013851,1013411,1013851,1,1013411,1013851,Y,,1013411,1013410,1013411
1068,NC_000964.3,1013958,1015616,-,BSU09390,ygxB,gene,,1013958,1015616,1013958,1015616,1,1013958,1015616,Y,,1013958,1013957,1013958
1070,NC_000964.3,1017083,1018468,-,BSU09410,phoA,gene,,1017083,1018468,1017083,1018468,1,1017083,1018468,Y,,1017083,1017082,1017083
1072,NC_000964.3,1020073,1020948,-,BSU09430,citR,gene,,1020073,1020948,1020073,1020948,1,1020073,1020948,Y,,1020073,1020072,1020073
1077,NC_000964.3,1026255,1027664,-,BSU09480,yhdI,gene,,1026255,1027664,1026255,1027664,1,1026255,1027664,Y,,1026255,1026254,1026255
1079,NC_000964.3,1028233,1028523,-,BSU09500,yhdK,gene,,1028233,1028523,1028233,1028523,1,1028233,1028523,Y,,1028233,1028232,1028203
1080,NC_000964.3,1028511,1029587,-,BSU09510,yhdL,gene,,1028511,1029587,1028511,1029587,1,1028511,1029587,Y,,1028233,1028232,1028203
1081,NC_000964.3,1029577,1030068,-,BSU09520,sigM,gene,,1029577,1030068,1029577,1030068,1,1029577,1030068,Y,,1028233,1028232,1028203
1084,NC_000964.3,1032063,1033397,-,BSU09550,yhdP,gene,,1032063,1033397,1032063,1033397,1,1032063,1033397,Y,,1032063,1032062,1032029
1085,NC_000964.3,1033458,1033889,-,BSU09560,cueR,gene,,1033458,1033889,1033458,1033889,1,1033458,1033889,Y,,1032063,1032062,1032029
1088,NC_000964.3,1036953,1037309,-,BSU09600,crcBA,gene,,1036953,1037309,1036953,1037309,1,1036953,1037309,Y,,1036953,1036952,1036953
1089,NC_000964.3,1037306,1037701,-,BSU09610,yhdV,gene,,1037306,1037701,1037306,1037701,1,1037306,1037701,Y,,1036953,1036952,1036953
1090,NC_000964.3,1037688,1038419,-,BSU09620,yhdW,gene,,1037688,1038419,1037688,1038419,1,1037688,1038419,Y,,1036953,1036952,1036953
1094,NC_000964.3,1040861,1041709,-,BSU09660,yheN,gene,,1040861,1041709,1040861,1041709,1,1040861,1041709,Y,,1040861,1040860,1040826
1096,NC_000964.3,1042885,1044246,-,BSU09680,nhaC,gene,,1042885,1044246,1042885,1044246,1,1042885,1044246,Y,,1042885,1042884,1042885
1097,NC_000964.3,1044373,1044873,-,BSU09690,nhaX,gene,,1044373,1044873,1044373,1044873,1,1044373,1044873,Y,,1044373,1044372,1044373
1101,NC_000964.3,1049142,1049762,-,BSU09730,yheG,gene,,1049142,1049762,1049142,1049762,1,1049142,1049762,Y,,1049142,1049141,1049142
1102,NC_000964.3,1049801,1049926,-,BSU09740,yheF,gene,,1049801,1049926,1049801,1049926,1,1049801,1049926,Y,,1049142,1049141,1049142
1103,NC_000964.3,1050031,1050234,-,BSU09750,sspB,gene,,1050031,1050234,1050031,1050234,1,1050031,1050234,Y,,1050031,1050030,1050031
1104,NC_000964.3,1050443,1050661,-,BSU09760,yheE,gene,,1050443,1050661,1050443,1050661,1,1050443,1050661,Y,,1050443,1050442,1050443
1105,NC_000964.3,1050811,1052172,-,BSU09770,yheD,gene,,1050811,1052172,1050811,1052172,1,1050811,1052172,Y,,1050811,1050810,1050811
1106,NC_000964.3,1052162,1053253,-,BSU09780,yheC,gene,,1052162,1053253,1052162,1053253,1,1052162,1053253,Y,,1050811,1050810,1050811
1109,NC_000964.3,1055143,1056216,-,BSU09810,yhaZ,gene,,1055143,1056216,1055143,1056216,1,1055143,1056216,Y,,1055143,1055142,1055143
1113,NC_000964.3,1059203,1060420,-,BSU09850,yhaU,gene,,1059203,1060420,1059203,1060420,1,1059203,1060420,Y,,1059203,1059202,1059203
1114,NC_000964.3,1060427,1060924,-,BSU09860,khtT,gene,,1060427,1060924,1060427,1060924,1,1060427,1060924,Y,,1059203,1059202,1059203
1115,NC_000964.3,1060988,1061326,-,BSU09870,khtS,gene,,1060988,1061326,1060988,1061326,1,1060988,1061326,Y,,1059203,1059202,1059203
1117,NC_000964.3,1062279,1062464,-,BSU09889,yhzD,gene,,1062279,1062464,1062279,1062464,1,1062279,1062464,Y,,1062279,1062278,1062279
1124,NC_000964.3,1070364,1071242,-,BSU09950,prsA,gene,,1070364,1071242,1070364,1071242,1,1070364,1071242,Y,,1070364,1070363,1070324
1127,NC_000964.3,1071709,1071971,-,BSU_none_80,S348,ncRNA,,1071709,1071971,1071709,1071971,1,1071709,1071971,Y,,1071709,1071708,1071705
1128,NC_000964.3,1072042,1072560,-,BSU09965,yhaJ,gene,,1072042,1072560,1072042,1072560,1,1072042,1072560,Y,,1071709,1071708,1071705
1130,NC_000964.3,1073106,1073717,-,BSU09990,hpr,gene,,1073106,1073717,1073106,1073717,1,1073106,1073717,Y,,1073106,1073105,1073106
1131,NC_000964.3,1073895,1074251,-,BSU10000,yhaH,gene,,1073895,1074251,1073895,1074251,1,1073895,1074251,Y,,1073895,1073894,1073843
1133,NC_000964.3,1074646,1075164,-,BSU10010,trpP,gene,,1074646,1075164,1074646,1075164,1,1074646,1075164,Y,,1074646,1074645,1074603
1134,NC_000964.3,1075289,1076368,-,BSU10020,serC,gene,,1075289,1076368,1075289,1076368,1,1075289,1076368,Y,,1075289,1075288,1075289
1135,NC_000964.3,1076515,1076952,-,BSU10030,hinT,gene,,1076515,1076952,1076515,1076952,1,1076515,1076952,Y,,1076515,1076514,1076515
1136,NC_000964.3,1077024,1077320,-,BSU_none_81,S357,ncRNA,,1077024,1077320,1077024,1077320,1,1077024,1077320,Y,,1076515,1076514,1076515
1140,NC_000964.3,1080150,1081340,-,BSU10070,yhaA,gene,,1080150,1081340,1080150,1081340,1,1080150,1081340,Y,,1080150,1080149,1080150
1141,NC_000964.3,1081413,1082804,-,BSU10080,yhfA,gene,,1081413,1082804,1081413,1082804,1,1081413,1082804,Y,,1080150,1080149,1080150
1142,NC_000964.3,1082870,1083184,-,BSU10090,yhgB,gene,,1082870,1083184,1082870,1083184,1,1082870,1083184,Y,,1080150,1080149,1080150
1143,NC_000964.3,1083229,1083729,-,BSU10100,yhgC,gene,,1083229,1083729,1083229,1083729,1,1083229,1083729,Y,,1080150,1080149,1080150
1150,NC_000964.3,1092770,1093747,-,BSU10170,fabHB,gene,,1092770,1093747,1092770,1093747,1,1092770,1093747,Y,,1092770,1092769,1092770
1152,NC_000964.3,1094366,1094987,-,BSU_none_82,S359,ncRNA,,1094366,1094987,1094366,1094987,1,1094366,1094987,Y,,1094366,1094365,1094366
1155,NC_000964.3,1096560,1097849,-,BSU10220,gltT,gene,,1096560,1097849,1096560,1097849,1,1096560,1097849,Y,,1096560,1096559,1096520
1156,NC_000964.3,1098120,1098260,-,BSU10230,yhfH,gene,,1098120,1098260,1098120,1098260,1,1098120,1098260,Y,,1098120,1098119,1098120
1161,NC_000964.3,1102560,1102955,-,BSU10280,yhfM,gene,,1102560,1102955,1102560,1102955,1,1102560,1102955,Y,,1102560,1102559,1102560
1163,NC_000964.3,1104423,1105568,-,BSU10300,aprE,gene,,1104423,1105568,1104423,1105568,1,1104423,1105568,Y,,1104423,1104422,1104423
1167,NC_000964.3,1108736,1109317,-,BSU10340,phoE,gene,,1108736,1109317,1108736,1109317,1,1108736,1109317,Y,,1108736,1108735,1108736
1168,NC_000964.3,1109388,1110482,-,BSU10350,yhfS,gene,,1109388,1110482,1109388,1110482,1,1109388,1110482,Y,,1108736,1108735,1108736
1169,NC_000964.3,1110479,1111918,-,BSU10360,yhfT,gene,,1110479,1111918,1110479,1111918,1,1110479,1111918,Y,,1108736,1108735,1108736
1170,NC_000964.3,1111925,1112485,-,BSU10370,bioY,gene,,1111925,1112485,1111925,1112485,1,1111925,1112485,Y,,1108736,1108735,1108736
1171,NC_000964.3,1112620,1113918,-,BSU10380,hemAT,gene,,1112620,1113918,1112620,1113918,1,1112620,1113918,Y,,1112620,1112619,1112620
1172,NC_000964.3,1114057,1115586,-,BSU10390,yhfW,gene,,1114057,1115586,1114057,1115586,1,1114057,1115586,Y,,1114057,1114056,1114057
1174,NC_000964.3,1116583,1116816,-,BSU10410,yhzC,gene,,1116583,1116816,1116583,1116816,1,1116583,1116816,Y,,1116583,1116582,1116583
1176,NC_000964.3,1117734,1118633,-,BSU10430,yhxD,gene,,1117734,1118633,1117734,1118633,1,1117734,1118633,Y,,1117734,1117733,1117734
1178,NC_000964.3,1119162,1120631,-,BSU10450,yhjB,gene,,1119162,1120631,1119162,1120631,1,1119162,1120631,Y,,1119162,1119161,1119162
1179,NC_000964.3,1120628,1120828,-,BSU10460,yhjC,gene,,1120628,1120828,1120628,1120828,1,1120628,1120828,Y,,1119162,1119161,1119162
1180,NC_000964.3,1121036,1121398,-,BSU10470,yhjD,gene,,1121036,1121398,1121036,1121398,1,1121036,1121398,Y,,1121036,1121035,1121036
1185,NC_000964.3,1125123,1126328,-,BSU10520,glcP,gene,,1125123,1126328,1125123,1126328,1,1125123,1126328,Y,,1125123,1125122,1125123
1187,NC_000964.3,1126400,1127452,-,BSU10530,ntdC,gene,,1126400,1127452,1126400,1127452,1,1126400,1127452,Y,,1125123,1125122,1125123
1188,NC_000964.3,1127466,1128314,-,BSU10540,ntdB,gene,,1127466,1128314,1127466,1128314,1,1127466,1128314,Y,,1125123,1125122,1125123
1189,NC_000964.3,1128286,1129611,-,BSU10550,ntdA,gene,,1128286,1129611,1128286,1129611,1,1128286,1129611,Y,,1125123,1125122,1125123
1191,NC_000964.3,1130918,1132072,-,BSU10570,yhjN,gene,,1130918,1132072,1130918,1132072,1,1130918,1132072,Y,,1130918,1130917,1130918
1192,NC_000964.3,1132179,1133384,-,BSU10580,yhjO,gene,,1132179,1133384,1132179,1133384,1,1132179,1133384,Y,,1132179,1132178,1132179
1194,NC_000964.3,1135255,1135581,-,BSU10600,yhjQ,gene,,1135255,1135581,1135255,1135581,1,1135255,1135581,Y,,1135255,1135254,1135255
1195,NC_000964.3,1135699,1136136,-,BSU10610,yhjR,gene,,1135699,1136136,1135699,1136136,1,1135699,1136136,Y,,1135699,1135698,1135699
1201,NC_000964.3,1148494,1148721,-,BSU10670,gerPF,gene,,1148494,1148721,1148494,1148721,1,1148494,1148721,Y,,1148494,1148493,1148494
1202,NC_000964.3,1148744,1149145,-,BSU10680,gerPE,gene,,1148744,1149145,1148744,1149145,1,1148744,1149145,Y,,1148494,1148493,1148494
1203,NC_000964.3,1149145,1149321,-,BSU10690,gerPD,gene,,1149145,1149321,1149145,1149321,1,1149145,1149321,Y,,1148494,1148493,1148494
1204,NC_000964.3,1149318,1149935,-,BSU10700,gerPC,gene,,1149318,1149935,1149318,1149935,1,1149318,1149935,Y,,1148494,1148493,1148494
1205,NC_000964.3,1149958,1150200,-,BSU10710,gerPB,gene,,1149958,1150200,1149958,1150200,1,1149958,1150200,Y,,1148494,1148493,1148494
1206,NC_000964.3,1150206,1150427,-,BSU10720,gerPA,gene,,1150206,1150427,1150206,1150427,1,1150206,1150427,Y,,1148494,1148493,1148494
1208,NC_000964.3,1150850,1151020,-,BSU10730,yisI,gene,,1150850,1151020,1150850,1151020,1,1150850,1151020,Y,,1150850,1150849,1150850
1209,NC_000964.3,1151166,1152089,-,BSU10740,yisJ,gene,,1151166,1152089,1151166,1152089,1,1151166,1152089,Y,,1151166,1151165,1151166
1213,NC_000964.3,1156504,1157091,-,BSU10780,yisN,gene,,1156504,1157091,1156504,1157091,1,1156504,1157091,Y,,1156504,1156503,1156504
1215,NC_000964.3,1159211,1159690,-,BSU10800,yizA,gene,,1159211,1159690,1159211,1159690,1,1159211,1159690,Y,,1159211,1159210,1159211
1217,NC_000964.3,1160776,1162143,-,BSU10820,yisQ,gene,,1160776,1162143,1160776,1162143,1,1160776,1162143,Y,,1160776,1160775,1160776
1221,NC_000964.3,1165449,1165958,-,BSU10860,yisT,gene,,1165449,1165958,1165449,1165958,1,1165449,1165958,Y,,1165449,1165448,1165449
1222,NC_000964.3,1166008,1166670,-,BSU10870,yisU,gene,,1166008,1166670,1166008,1166670,1,1166008,1166670,Y,,1165449,1165448,1165449
1224,NC_000964.3,1168199,1168837,-,BSU10890,yisX,gene,,1168199,1168837,1168199,1168837,1,1168199,1168837,Y,,1168199,1168198,1168199
1226,NC_000964.3,1169877,1170476,-,BSU10910,yisZ,gene,,1169877,1170476,1169877,1170476,1,1169877,1170476,Y,,1169877,1169876,1169877
1227,NC_000964.3,1170473,1171642,-,BSU10920,yitA,gene,,1170473,1171642,1170473,1171642,1,1170473,1171642,Y,,1169877,1169876,1169877
1228,NC_000964.3,1171755,1172465,-,BSU10930,yitB,gene,,1171755,1172465,1171755,1172465,1,1171755,1172465,Y,,1171755,1171754,1171755
1231,NC_000964.3,1174136,1174765,-,BSU10960,yitE,gene,,1174136,1174765,1174136,1174765,1,1174136,1174765,Y,,1174136,1174135,1174136
1232,NC_000964.3,1174861,1175976,-,BSU10970,yitF,gene,,1174861,1175976,1174861,1175976,1,1174861,1175976,Y,,1174136,1174135,1174136
1233,NC_000964.3,1175985,1177253,-,BSU10980,yitG,gene,,1175985,1177253,1175985,1177253,1,1175985,1177253,Y,,1174136,1174135,1174136
1234,NC_000964.3,1177365,1178213,-,BSU10990,yitH,gene,,1177365,1178213,1177365,1178213,1,1177365,1178213,Y,,1177365,1177364,1177365
1235,NC_000964.3,1178218,1178682,-,BSU11000,yitI,gene,,1178218,1178682,1178218,1178682,1,1178218,1178682,Y,,1177365,1177364,1177365
1236,NC_000964.3,1178757,1180595,-,BSU11010,yitJ,gene,,1178757,1180595,1178757,1180595,1,1178757,1180595,Y,,1177365,1177364,1177365
1237,NC_000964.3,1180909,1181400,-,BSU11020,yitK,gene,,1180909,1181400,1180909,1181400,1,1180909,1181400,Y,,1180909,1180908,1180909
1239,NC_000964.3,1182448,1183032,-,BSU11040,yitM,gene,,1182448,1183032,1182448,1183032,1,1182448,1183032,Y,,1182448,1182447,1182448
1240,NC_000964.3,1183029,1183958,-,BSU11055,yitO,gene,,1183029,1183958,1183029,1183958,1,1183029,1183958,Y,,1182448,1182447,1182448
1241,NC_000964.3,1183943,1184479,-,BSU11070,yitP,gene,,1183943,1184479,1183943,1184479,1,1183943,1184479,Y,,1182448,1182447,1182448
1246,NC_000964.3,1187700,1188551,-,BSU11110,yitS,gene,,1187700,1188551,1187700,1188551,1,1187700,1188551,Y,,1187700,1187699,1187700
1249,NC_000964.3,1190036,1190233,-,BSU11139,yizC,gene,,1190036,1190233,1190036,1190233,1,1190036,1190233,Y,,1190036,1190035,1190036
1250,NC_000964.3,1190234,1190386,-,BSU_none_7,S397,gene,,1190234,1190386,1190234,1190386,1,1190234,1190386,Y,,1190036,1190035,1190036
1251,NC_000964.3,1190490,1191302,-,BSU11140,yitU,gene,,1190490,1191302,1190490,1191302,1,1190490,1191302,Y,,1190490,1190489,1190490
1265,NC_000964.3,1204731,1204916,-,BSU11270,yjzD,gene,,1204731,1204916,1204731,1204916,1,1204731,1204916,Y,,1204731,1204730,1204689
1267,NC_000964.3,1205658,1206260,-,BSU_none_85,S400,ncRNA,,1205658,1206260,1205658,1206260,1,1205658,1206260,Y,,1205658,1205657,1205658
1271,NC_000964.3,1207818,1208057,-,BSU11320,yjzB,gene,,1207818,1208057,1207818,1208057,1,1207818,1208057,Y,,1207818,1207817,1207818
1280,NC_000964.3,1218113,1219105,-,BSU11420,trpS,gene,,1218113,1219105,1218113,1219105,1,1218113,1219105,Y,,1218113,1218112,1218113
1281,NC_000964.3,1219136,1219388,-,Leader_trpS,trpS_leader,riboswitch,,1219136,1219388,1219136,1219388,1,1219136,1219388,Y,,1218113,1218112,1218113
1290,NC_000964.3,1228135,1228791,-,BSU11510,yjbE,gene,,1228135,1228791,1228135,1228791,1,1228135,1228791,Y,,1228135,1228134,1228135
1294,NC_000964.3,1233133,1233300,-,BSU11549,yizD,gene,,1233133,1233300,1233133,1233300,1,1233133,1233300,Y,,1233133,1233132,1233133
